161300200000,0.010642,0.007450,0.002128,-0.263318,-0.031119,9.927084
161305200000,0.010110,0.007982,0.002128,-0.280074,-0.014363,9.915115
161310200000,0.010642,0.008514,0.002128,-0.311194,-0.064633,9.936659
161315200000,0.010110,0.009046,0.002128,-0.308800,-0.064633,9.927084
161320200000,0.010110,0.009046,0.002128,-0.320769,-0.052664,9.912722
161325200000,0.010110,0.008514,0.002128,-0.296831,-0.062239,9.948628
161330200000,0.010110,0.007450,0.002128,-0.299225,-0.045482,9.931871
161335200000,0.010642,0.006917,0.002128,-0.268105,-0.057451,9.931871
161340200000,0.010642,0.006385,0.002128,-0.311194,-0.033513,9.922297
161345200000,0.010642,0.006917,0.002128,-0.349495,-0.038301,9.742762
